Date of Final Decision,Submission Number,Device,Company,Panel (lead),Primary Product Code,city,state,date_received,decision_date,decision_code,expedited_review_flag,device_class
12/14/2018,K182790,Cardio-TriTest v6.5,Cardio-Phoenix Inc.,Cardiovascular,DPS,Markham,,2018-10-01,2018-12-14,SESE,,2
12/14/2018,K182419,Centricity Universal Viewer,GE Healthcare,Radiology,LLZ,Chicago,IL,2018-09-05,2018-12-14,SESE,,2
12/6/2018,K182373,PowerLook Tomo Detection V2 Software,iCAD Inc.,Radiology,QDQ,Nashua,NH,2018-08-31,2018-12-06,SESE,,2
12/6/2018,K173749,AMRA Profiler,AMRA Medical AB,Radiology,LNH,Linkoping,,2017-12-08,2018-12-06,SESE,,2
12/6/2018,K182035,FFRct,"HeartFlow, Inc",Cardiovascular,PJA,Redwood City,CA,2018-07-30,2018-12-06,SESE,,2
11/30/2018,K182336,SubtlePET,"Subtle Medical, Inc.",Radiology,KPS,Menlo Park,CA,2018-08-28,2018-11-30,SESE,,2
11/30/2018,K182218,FerriSmart Analysis System,Resonance Health Analysis Services Pty Ltd,Radiology,PCS,Burswood,,2018-08-15,2018-11-30,SESE,,2
11/29/2018,K182181,Persyst 14 EEG Review and Analysis Software,Persyst Development Corporation,Neurology,OMB,Solana Beach,CA,2018-08-13,2018-11-29,SESE,,2
11/21/2018,K181704,Transpara,ScreenPoint Medical BV,Radiology,QDQ,Nijmegen,,2018-06-27,2018-11-21,SESE,,2
11/20/2018,K181247,Vitrea CT Brain Perfusion,"Vital Images, Inc.",Radiology,LLZ,Minnetonka,MN,2018-05-10,2018-11-20,SESE,,2
11/19/2018,K180432,AI-ECG Platform,"Shenzhen Carewell Electronics., Ltd",Cardiovascular,DQK,Shenzhen,,2018-02-20,2018-11-19,SESE,,2
11/16/2018,K180343,"LensHooke X1 Pro Semen Quality Analyzer, LensHooke X1 Semen Quality Analyzer","Bonraybio Co., Ltd.",Hematology,POV,Taichung,,2018-02-07,2018-11-16,SESE,,2
11/6/2018,K181939,icobrain,icometrix NV,Radiology,LLZ,Leuven,,2018-07-19,2018-11-06,SESE,,2
11/5/2018,K181288,Athelas One,Athelas Inc.,Hematology,GKZ,Cupertino,CA,2018-05-16,2018-11-05,SESE,,2
11/2/2018,K182616,"NvisionVLE Imaging System, NvisionVLE Optical Probe, NvisionVLE Inflation System","NinePoint Medical, Inc.",Radiology,NQQ,Bedford,MA,2018-09-21,2018-11-02,SESU,,2
10/26/2018,K182177,Accipiolx,MaxQ-Al Ltd.,Radiology,QAS,Tel Aviv,,2018-08-10,2018-10-26,SESE,,2
10/25/2018,K181685,"Vivid E80, Vivid E90, Vivid E95","GE Medical Systems Ultrasound and Primary Care Diagnostics,",Radiology,IYN,Wauwatosa,WI,2018-06-26,2018-10-25,SESE,,2
10/17/2018,K182034,Arterys MICA,Arterys Inc.,Radiology,LLZ,San Francisco,CA,2018-07-30,2018-10-17,SESE,,2
10/9/2018,K181892,Ziostation2,"Ziosoft, Inc.",Radiology,LLZ,Minato-ku,,2018-07-13,2018-10-09,SESE,,2
10/5/2018,K182112,Sense System with IBT Electrodes,"Infinite Biomedical Technologies, LLC",Neurology,GXY,Baltimore,MD,2018-08-06,2018-10-05,SESE,,2
9/28/2018,K181771,RightEye Vision System,"RightEye, LLC",Neurology,GWN,Bethesda,MD,2018-07-03,2018-09-28,SESE,,2
9/28/2018,K173872,FibriCheck,Qompium nv,Cardiovascular,DXH,Hasselt,,2017-12-20,2018-09-28,SESE,,2
9/21/2018,K182310,Volpara Imaging Software,Volpara Health Technologies Limited,Radiology,LLZ,Wellington,,2018-08-24,2018-09-21,SESE,,2
8/29/2018,K181502,"Zio AT ECG Monitoring System, ZEUS System","iRhythm Technologies, Inc.",Cardiovascular,DQK,San Francisco,CA,2018-06-07,2018-08-29,SESE,,2
8/1/2018,K180647,BriefCase,"Aidoc Medical, Ltd.",Radiology,QAS,Tel-Aviv,,2018-03-12,2018-08-01,SESE,,2
7/23/2018,K173444,Quantitative Total Extensible Imaging (QTxI),"AIQ Solutions, Inc.",Radiology,LLZ,Madison,WI,2017-11-06,2018-07-23,SESE,,2
7/18/2018,K173327,DIP/U.S. Urine Analysis Test System,Healthy.io Ltd,Clinical Chemistry,JIL,Tel Aviv,,2017-10-20,2018-07-18,SESE,,2
7/10/2018,K181572,Workflow Box,Mirada Medical Ltd.,Radiology,QKB,Oxford,,2018-06-14,2018-07-10,SESE,,2
7/10/2018,K181574,Uscan,"EchoNous, Inc.",Radiology,IYO,Redmond,VA,2018-06-15,2018-07-10,SESE,,2
6/29/2018,K180038,NuVasive Pulse System,"NuVasive, Incorporated",Neurology,OLO,San Diego,CA,2018-01-05,2018-06-29,SESE,,2
6/26/2018,K173574,DenSeeMammo,Statlife,Radiology,LLZ,Villejuif,,2017-11-20,2018-06-26,SESE,,2
6/14/2018,K173780,EchoMD Automated Ejection Fraction Software,"Bay Labs, Inc.",Radiology,LLZ,San Francisco,CA,2017-12-12,2018-06-14,SESE,,2
6/13/2018,K172983,HealthCCS,Zebra Medical Vision Ltd.,Radiology,JAK,Shefayim,,2017-09-27,2018-06-13,SESE,,2
6/12/2018,DEN170043,DreaMed Advisor Pro,"DreaMed Diabetes, Ltd.",Clinical Chemistry,QCC,"Petah Tikva, POB 3271",,2017-08-17,2018-06-12,DENG,,2
6/5/2018,K173821,LungQ Software,Thirona Corporation,Radiology,JAK,Nijmegen,,2017-12-18,2018-06-05,SESE,,2
5/25/2018,K180163,TransEnterix Senhance Surgical System,"TransEnterix, Inc.",Gastroenterology-Urology,NAY,Morrisville,NC,2018-01-19,2018-05-25,SESE,,2
5/24/2018,DEN180005,OsteoDetect,"Imagen Technologies, Inc.",Radiology,QBS,New York,NY,2018-02-05,2018-05-24,DENG,,2
5/14/2018,K180799,Clarius Ultrasound Scanner,Clarius Mobile Health Corp.,Radiology,IYN,Burnaby,,2018-03-27,2018-05-14,SESE,,2
5/14/2018,K173810,Ventripoint Medical System Plus (VMS+),"Ventripoint Diagnostics, Ltd.",Radiology,IYN,Toronto,,2017-12-15,2018-05-14,SESE,,2
5/2/2018,K180599,Venue,"GE Medical Systems Ultrasound and Primary Care Diagnostics,",Radiology,IYN,Wauwatosa,WI,2018-03-07,2018-05-02,SESE,,2
5/1/2018,K172959,PeraServer and PeraTrend,"PeraHealth, Inc.",Cardiovascular,MWI,Charlotte,NC,2017-09-26,2018-05-01,SESE,,2
4/20/2018,K180161,Viz CTP,"Viz.ai, Inc.",Radiology,LLZ,Palo Alto,CA,2018-01-19,2018-04-20,SESE,,2
4/16/2018,K180126,SOZO,ImpediMed Limited,Cardiovascular,OBH,Pinkenba,,2018-01-16,2018-04-16,SESE,,2
4/11/2018,DEN180001,IDx-DR,"IDx, LLC",Ophthalmic,PIB,Iowa City,IA,2018-01-12,2018-04-11,DENG,,2
4/5/2018,K180589,DR 800 with MUSICA Dynamic,Agfa HealthCare N.V.,Radiology,JAA,Mortsel,,2018-03-06,2018-04-05,SESE,,2
3/16/2018,DEN160044,Acumen Hypotension Prediction Index (HPI) Feature Software,Edwards Lifesciences LLC,Cardiovascular,QAQ,Irvine,CA,2016-09-26,2018-03-16,DENG,,2
3/15/2018,K173839,Tissue of Origin Test Kit-FFPE,"Cancer Genetics, Inc.",Clinical Tcxicology,OIW,Los Angeles,CA,2017-12-18,2018-03-15,SESE,,2
3/9/2018,K173939,Quantib Brain,Quantib BV,Radiology,LLZ,Rotterdam,,2017-12-26,2018-03-09,SESE,,2
3/8/2018,K173605,iQMR,Medic Vision - Imaging Solutions Ltd,Radiology,LLZ,Tirat Carmel,,2017-11-21,2018-03-08,SESE,,2
2/23/2018,K170540,DM-Density,"Densitas, Inc.",Radiology,LLZ,Halifax,,2017-02-23,2018-02-23,SESE,,2
2/13/2018,DEN170073,ContaCT,"Viz.Al, Inc.",Radiology,QAS,San Francisco,CA,2017-09-29,2018-02-13,DENG,,2
2/8/2018,K180091,UNiD Spine Analyzer,Medicrea International,Radiology,LLZ,Rillieux La Pape,,2018-01-12,2018-02-08,SESE,,2
1/25/2018,K173542,Arterys Oncology DL,Arterys Inc.,Radiology,LLZ,San Francisco,CA,2017-11-16,2018-01-25,SESE,,2
1/12/2018,K173588,Illumeo System,"Philips Medical Systems Technologies, Ltd.",Radiology,LLZ,Haifa,,2017-11-20,2018-01-12,SESE,,2
1/11/2018,K171122,CEREC Ortho Software,Dentsply Sirona,Dental,PNN,York,PA,2017-04-17,2018-01-11,SESE,,2
1/8/2018,K171328,cNeuro cMRI,Combinostics Oy,Radiology,LLZ,Tampere,,2017-05-05,2018-01-08,SESE,,2
1/4/2018,K171056,WAVE Clinical Platform,"Excel Medical Electronics, LLC",Cardiovascular,MWI,Jupiter,FL,2017-04-10,2018-01-04,SESE,,2
12/27/2017,K173420,Radiomics App v1.0,Microsoft Corp.,Radiology,LLZ,Redmond,WA,2017-11-01,2017-12-27,SESE,,2
12/22/2017,K172507,SOZO,ImpediMed Limited,Cardiovascular,DSB,Pinkenba,,2017-08-18,2017-12-22,SESE,,2
11/7/2017,K163694,"Rooti Rx ECG Event Recorder, Rooti Link APP Software",Rooti Labs Ltd.,Cardiovascular,DRG,Taipei,,2016-12-28,2017-11-07,SESE,,2
10/27/2017,K172803,Infinitt PACS 7.0,"Infinitt Healthcare Co.,Ltd.",Radiology,LLZ,Seoul,,2017-09-18,2017-10-27,SESE,,2
10/20/2017,K163623,Quantra,"HOLOGIC, INC.",Radiology,LLZ,DANBURY,CT,2016-12-22,2017-10-20,SESE,,2
9/27/2017,K171936,Peerbridge Cor(TM) System,Peerbridge Health INc.,Cardiovascular,DSH,New York,NY,2017-06-28,2017-09-27,SESE,,2
9/15/2017,K172356,BladderScan Prime PLUS System,Verathon Incorporated,Radiology,IYO,Bothell,WA,2017-08-03,2017-09-15,SESE,,2
9/14/2017,K172385,Clarius Ultrasound System,Clarius Mobile Health Corp.,Radiology,IYN,Burnaby,,2017-08-08,2017-09-14,SESE,,2
9/7/2017,K170981,NeuroQuant,"CorTechs Labs, Inc",Radiology,LLZ,San Diego,CA,2017-04-03,2017-09-07,SESE,,2
8/17/2017,K163339,SPECTRALMD DEEPVIEW WOUND IMAGING SYSTEM 2.0,"SPECTRALMD, INC.",Cardiovascular,DPT,DALLAS,TX,2016-11-28,2017-08-17,SESE,,2
8/11/2017,K172122,SOZO,ImpediMed Limited,Cardiovascular,OBH,Pinkenba,,2017-07-13,2017-08-11,SESE,,2
8/1/2017,K171315,Advanced RBC Application,Cella Vision AB,Hematology,JOY,Lund,,2017-05-04,2017-08-01,SESE,,2
7/19/2017,DEN170022,QuantX,"Quantitative Insights, Inc",Radiology,POK,Chicago,IL,2017-04-07,2017-07-19,DENG,,2
6/26/2017,K170568,CardioLogs ECG Analysis Platform,Cardiologs Technologies,Cardiovascular,DPS,Paris,,2017-02-27,2017-06-26,SESE,,2
6/9/2017,K170747,syngo Application Software,"Siemens Medical Solutions, USA, Inc.",Radiology,LLZ,Malvern,PA,2017-03-10,2017-06-09,SESE,,2
6/7/2017,K170250,SmartTarget,"SmartTarget, Ltd.",Radiology,LLZ,London,,2017-01-27,2017-06-07,SESE,,2
5/24/2017,K170172,UNiD Spine Analyzer,MEDICREA INTERNATIONAL,Radiology,LLZ,Rillieux La Pape,,2017-01-19,2017-05-24,SESE,,2
5/11/2017,K163622,Lung Vision,BODY VISION MEDICAL LTD.,Radiology,LLZ,RAMAT HASHARON,,2016-12-22,2017-05-11,SESE,,2
5/5/2017,K163665,MATRx plus,Zephyr Sleep Technologies,Anesthesiology,MNR,Calgary,,2016-12-27,2017-05-05,SESE,,2
4/26/2017,K170069,AmCAD-UV,AmCad BioMed Corporation,Radiology,LLZ,Taipei,,2017-01-09,2017-04-26,SESE,,2
4/6/2017,DEN160026,23andMe Personal Genome Service (PGS) Genetic Health Risk Test for Hereditary Thrombophilia,"23andMe, Inc.",Immunology,PTA,Mountain View,CA,2016-06-28,2017-04-06,DENG,,2
3/31/2017,K162627,EnsoSleep,"EnsoData, Inc.",Neurology,OLZ,Madison,WI,2016-09-20,2017-03-31,SESE,,2
2/23/2017,K162855,Reveal LINQ,"Medtronic, Inc.",Cardiovascular,MXD,Mounds View,MN,2016-10-12,2017-02-23,SESE,,2
2/14/2017,K162830,SIS Software,"Surgical Information Sciences, Inc.",Radiology,LLZ,Minneapolis,MN,2016-10-07,2017-02-14,SESE,,2
1/6/2017,K163013,Quantib Brain 1.2,Quantib BV,Radiology,LLZ,Rotterdam,,2016-10-28,2017-01-06,SESE,,2
1/5/2017,K163253,Arterys Cardio DL,ARTERYS INC.,Radiology,LLZ,SAN FRANCISCO,CA,2016-11-18,2017-01-05,SESE,,2
12/28/2016,K161959,ClearView cCAD,ClearView Diagnostics Inc.,Radiology,LLZ,Piscataway,NJ,2016-07-18,2016-12-28,SESE,,2
12/7/2016,K161322,CT CoPilot,"ZEPMED, LLC.",Radiology,LLZ,La Jolla,CA,2016-05-11,2016-12-07,SESE,,2
11/30/2016,K163138,Clarius Ultrasound System,Clarius Mobile Health Corp.,Radiology,IYN,Burnaby,,2016-11-09,2016-11-30,SESE,,2
11/30/2016,K161834,One Drop Blood Glucose Monitoring System,"AgaMatrix, Inc.",Clinical Chemistry,NBW,Salem,NH,2016-07-05,2016-11-30,SESE,,2
11/9/2016,P150043,QVCAD System,"QView Medical, Inc.",Radiology,MYN,LOS ALTOS,CA,2017-06-14,2017-12-14,APPR,N,2
10/19/2016,K160401,Tyto Stethoscope,Tyto Care Ltd.,Cardiovascular,DQD,Netanya,,2016-02-12,2016-10-19,SESE,,2
9/22/2016,K161068,Ahead 300,BRAINSCOPE COMPANY INC,Neurology,PIW,Bethesda,MD,2016-04-15,2016-09-22,SESE,,2
9/19/2016,K161625,PixelShine,ALGOMEDICA,Radiology,LLZ,Palo Alto,CA,2016-06-13,2016-09-19,SESE,,2
9/9/2016,K161201,ClearRead CT,"RIVERAIN TECHNOLOGIES, LLC",Radiology,OEB,Miamisburg,OH,2016-04-28,2016-09-09,SESE,,2
8/24/2016,K161772,FFRct,"HEARTFLOW, INC.",Cardiovascular,PJA,REDWOOD CITY,CA,2016-06-28,2016-08-24,SESE,,2
8/9/2016,K161148,icobrain,Icometrix,Radiology,LLZ,Leuven,,2016-04-22,2016-08-09,SESE,,2
8/5/2016,K160338,Triton System,GAUSS SURGICAL INC.,General Hospital,PBZ,LOS ALTOS,CA,2016-02-08,2016-08-05,SESE,,2
7/28/2016,K161382,LVivo Software Application,"DIACARDIO, LTD.",Radiology,LLZ,Beer Sheva,,2016-05-18,2016-07-28,SESE,,2
7/15/2016,K160016,Steth IO,"STRATOSCIENTIFIC, INC.",Cardiovascular,DQD,SHORELINE,WA,2016-01-05,2016-07-15,SESE,,2
7/7/2016,K160088,Cydar EV,Cydar Ltd.,Radiology,OWB,Barrington,,2016-01-15,2016-07-07,SESE,,2
6/17/2016,K153351,Quantib Brain 1,QUANTIB BV,Radiology,LLZ,ROTTERDAM,,2015-11-20,2016-06-17,SESE,,2
1/13/2016,K152733,FFRct,"HEARTFLOW, INC.",Cardiovascular,PJA,REDWOOD CITY,CA,2015-09-22,2016-01-13,SESE,,2
1/7/2016,K153427,Volpara Imaging Software,Matakina Technology LTD,Radiology,LLZ,Wellington,,2015-11-25,2016-01-07,SESE,,2
12/21/2015,K150817,Dario Blood Glucose Monitoring System,LabStyle Innovations Ltd.,Clinical Chemistry,NBW,CHARLOTTE,NC,2015-03-27,2015-12-21,SESE,,2
11/5/2015,K150102,SnoreSounds,"APPIAN MEDICAL, INC.",Anesthesiology,MNR,SEVEMA PARK,MD,2015-01-20,2015-11-05,SESE,,2
6/11/2015,K142512,Personalized Physiology Analytics Engine software,"VGBio, Inc (DBA PhysIQ)",Cardiovascular,PLB,Naperville,IL,2014-09-08,2015-06-11,SESE,,2
5/15/2015,K143643,Brainscope Ahead 200,"BRAINSCOPE COMPANY, INC.",Neurology,PIW,BETHESDA,MD,2014-12-22,2015-05-15,SESE,,2
4/24/2015,K142918,EndoTool SubQ,MONARCH MEDICAL TECHNOLOGIES,Anesthesiology,NDC,CHARLOTTE,NC,2014-10-07,2015-04-24,SESE,,2
2/27/2015,K141922,IRIS INTELLIGENT RETINAL IMAGING SYSTEM,"INTELLIGENT RETINAL IMAGING SYSTEMS, LLC",Radiology,NFJ,ANDOVER,MA,2014-07-16,2015-02-27,SESE,,2
11/17/2014,DEN140025,BrainScope Ahead 100,"BRAINSCOPE COMPANY, INC",Neurology,PIW,BETHESDA,MD,2014-08-20,2014-11-17,DENG,Y,2
10/10/2014,K142037,QUANTRA,"HOLOGIC, INC.",Radiology,LLZ,SANTA CLARA,CA,2014-07-28,2014-10-10,SESE,,2
9/17/2014,K141069,Lung Density Analysis,IMBIO LLC,Radiology,JAK,MINNEAPOLIS,MN,2014-04-24,2014-09-17,SESE,,2
8/22/2014,K141480,CVI42,CIRCLE CARDIOVASCULAR IMAGING INC,Radiology,LLZ,Calgary,,2014-06-04,2014-08-22,SESE,,2
4/22/2014,K133649,HEPATIC VCAR,GE MEDICAL SYSTEMS SCS,Radiology,JAK,WAUKESHA,WI,2013-11-27,2014-04-22,SESE,,2
1/24/2014,K133259,YSIO MAX,"SIEMENS MEDICAL SOLUTIONS USA, INC.",Radiology,KPR,MALVERN,PA,2013-10-23,2014-01-24,SESE,,2
11/21/2013,K130831,MALDI BIOTYPER CA (MBT-CA) SYSTEM,"BRUKER DALTONICS, INC",Microbiology,PEX,Beverly,MA,2013-03-26,2013-11-21,SESE,,2
8/21/2013,DEN130013,VITEK MS,"BIOMERIEUX, INC.",Microbiology,PEX,HAZELWOOD,MO,2013-01-02,2013-08-21,DENG,,2
3/22/2013,K120771,UNICEL DXH 800 COULTER CELLULAR ANALYSIS SYSTEM,"BECKMAN COULTER, INC.",Hematology,GKZ,MIAMI,FL,2012-03-14,2013-03-22,SESE,,2
12/27/2012,K123526,CLEARREAD +CONFIRM,RIVERAIN TECHNOLOGIES,Radiology,LLZ,MIAMISBURG,OH,2012-11-15,2012-12-27,SESE,,2
5/17/2012,K120489,TISSUE OF ORIGIN TEST KIT FFPE,"PATHWORK DIAGNOSTICS, INC.",Clinical Tcxicology,OIW,PALO ALTO,CA,2012-02-17,2012-05-17,SESE,,2
4/13/2012,K120161,ALPHAPOINT IMAGING SOFTWARE,"RADLOGICS, INC.",Radiology,LLZ,LOS GATOS,CA,2012-01-19,2012-04-13,SESE,,2
12/28/2011,K111776,DELTAVIEW MODEL 2.1,"RIVERAIN MEDICAL GROUP,LLC",Radiology,LLZ,MIAMISBURG,OH,2011-06-23,2011-12-28,SESE,,2
9/16/2011,K102778,CELLAVISION DM1200 WITH THE BODY FLUID APPLICTION,CELLAVISION AB,Hematology,JOY,FRIDLEY,MN,2010-09-24,2011-09-16,SESE,,2
6/8/2010,K092967,PATHWORK TISSUE OF ORIGIN TEST KIT-FFPE (ORIGIN TEST KIT-FFPE,PATHWORK DIAGNOSTICS,Clinical Tcxicology,OIW,REDWOOD CITY,CA,2009-09-25,2010-06-08,SESE,,2
5/12/2010,K092116,EASYCELL CELL LOCATOR,MEDICA CORP.,Hematology,JOY,BEVERLY,MA,2009-07-14,2010-05-12,SESE,,2
12/5/2008,K080595,CELLAVISION DM96 WITH THE BODY FLUID APPLICATION,CELLAVISION AB,Hematology,JOY,MINNEAPOLIS,MN,2008-03-03,2008-12-05,SESE,,2
9/12/2008,K082483,QUANTRA,"HOLOGIC, INC.",Radiology,LLZ,BEDFORD,MA,2008-08-28,2008-09-12,SESE,,2
7/30/2008,K080896,PATHWORK DIAGNOSTICS TISSUE OF ORIGIN TEST,"PATHWORK DIAGNOSTICS, INC.",Clinical Tcxicology,OIW,SUNNYVALE,CA,2008-03-31,2008-07-30,SESU,,2
7/17/2008,K081140,VISENSIA,OBS MEDICAL,Cardiovascular,MHX,CARMEL,IN,2008-04-22,2008-07-17,SESE,,2
5/15/2008,K080762,"IB NEURO, VERSION 1.0","IMAGING BIOMETRICS, LLC",Radiology,LNH,ELM GROVE,WI,2008-03-18,2008-05-15,SESE,,2
10/27/2005,K043341,BIOPLEX 2200 ANA SCREEN WITH MEDICAL DECISION SUPPORT SOFTWARE FOR USE WITH BIOPLEX 2200 MULTI-ANALYTE DETECTION SYSTEM,"BIO-RAD LABORATORIES, INC.",Clinical Tcxicology,NVI,REDMOND,WA,2004-12-03,2005-10-27,SESE,,2
2/10/2004,K033840,CELLAVISION DM96 AUTOMATIC HEMATOLOGY ANALYZER,CELLAVISION AB,Hematology,JOY,MINNEAPOLIS,MN,2003-12-10,2004-02-10,SESE,,2
3/15/2001,K003301,DIFFMASTER OCTAVIA AUTOMATIC HEMATOLOGY ANALYZER,CELLAVISION AB,Hematology,JOY,MINNEAPOLIS,MN,2000-10-20,2001-03-15,SESE,,2
6/26/1998,P970058,M1000 IMAGECHECKER,"Hologic, Inc.",Radiology,MYN,BEDFORD,MA,2003-07-08,2003-11-25,APPR,N,2
3/11/1997,K955841,SLEEP SYSTEM FOR CLINICS & RESEARCH,COMPUMEDICS PTD LTD.,Anesthesiology,MNR,LA JOLLA,CA,1995-12-22,1997-03-11,SESK,,2
11/8/1995,P940029,PAPNET Testing System,"Neuromedical Systems, Inc.",Pathology,MNM,DURHAM,NC,1996-04-01,1996-09-30,APPR,N,3
